transaction_id,user_id,timestamp,amount_usd,merchant_category,merchant_id,device_type,location,is_foreign,is_night,prior_fraud_flag,velocity_score,payment_method,transaction_channel,fraud_flag
TXN104174,USR6447,2023-01-03 21:34:00,103.42,gaming,M0029,Mac,Port Erin,0,0,0,0.16,Wallet Transfer,QR scan,0
TXN104175,USR6536,2023-01-03 21:35:00,270.96,gaming,M0046,Watch,Raymondshire,0,0,0,0.68,Apple Pay,QR scan,0
TXN104176,USR3913,2023-01-03 21:36:00,43.7,travel,M0174,iPhone,North Michaelchester,0,0,0,0.92,Wallet Transfer,NFC,0
TXN104177,USR5964,2023-01-03 21:37:00,83.69,luxury,M0077,Watch,Hughesbury,0,0,0,0.98,Peer-to-Peer,web,0
TXN104178,USR6178,2023-01-03 21:38:00,19.8,gaming,M0059,iPhone,East Christophertown,0,0,0,0.11,Subscription,in-app,0
TXN104179,USR1981,2023-01-03 21:39:00,18.25,utilities,M0189,Mac,Jacksonhaven,1,0,0,0.73,Wallet Transfer,in-app,0
TXN104180,USR1473,2023-01-03 21:40:00,25.77,luxury,M0196,iPhone,East John,0,0,0,0.37,Wallet Transfer,in-app,0
TXN104181,USR2854,2023-01-03 21:41:00,55.81,electronics,M0066,Mac,West Johnside,0,0,1,0.48,Apple Pay,QR scan,0
TXN104182,USR4398,2023-01-03 21:42:00,57.32,utilities,M0162,iPhone,West James,0,0,0,0.3,Wallet Transfer,in-app,0
TXN104183,USR9291,2023-01-03 21:43:00,18.93,travel,M0107,Watch,Johnsonland,0,0,0,0.62,Wallet Transfer,QR scan,0
TXN104184,USR5435,2023-01-03 21:44:00,7.15,groceries,M0086,Mac,Brendafort,0,0,0,0.0,Wallet Transfer,NFC,0
TXN104185,USR3150,2023-01-03 21:45:00,50.04,utilities,M0133,iPad,Lake Jenniferport,0,1,0,0.26,Peer-to-Peer,QR scan,0
TXN104186,USR2799,2023-01-03 21:46:00,6.87,electronics,M0009,iPad,East Priscilla,0,1,0,0.05,Apple Pay,NFC,0
TXN104187,USR9807,2023-01-03 21:47:00,43.2,utilities,M0020,Mac,Priceburgh,1,1,0,0.38,Apple Pay,web,0
TXN104188,USR9003,2023-01-03 21:48:00,59.11,luxury,M0149,iPad,Teresashire,1,0,0,0.44,Apple Pay,web,0
TXN104189,USR7313,2023-01-03 21:49:00,60.3,luxury,M0127,Mac,East Kristopher,0,0,1,0.19,Subscription,QR scan,0
TXN104190,USR5625,2023-01-03 21:50:00,70.01,electronics,M0017,Watch,Ryanland,1,1,0,0.6,Apple Pay,in-app,0
TXN104191,USR3706,2023-01-03 21:51:00,103.12,luxury,M0012,Watch,Keithchester,0,0,0,0.59,Peer-to-Peer,NFC,0
TXN104192,USR8325,2023-01-03 21:52:00,34.65,utilities,M0082,iPhone,Lindsayport,1,0,0,0.67,Apple Pay,web,0
TXN104193,USR3692,2023-01-03 21:53:00,65.51,groceries,M0067,iPad,Aimeeland,1,1,0,0.78,Wallet Transfer,NFC,0
TXN104194,USR3921,2023-01-03 21:54:00,48.27,utilities,M0133,iPad,West Mackenzie,0,0,0,0.45,Peer-to-Peer,QR scan,0
TXN104195,USR8366,2023-01-03 21:55:00,10.33,groceries,M0188,iPad,Cunninghamchester,0,0,0,0.54,Wallet Transfer,web,0
TXN104196,USR3112,2023-01-03 21:56:00,1.3,luxury,M0053,Mac,Coxborough,0,0,0,0.3,Peer-to-Peer,QR scan,0
TXN104197,USR4047,2023-01-03 21:57:00,16.74,utilities,M0180,Watch,Jamesville,1,1,0,0.51,Apple Pay,QR scan,0
TXN104198,USR8364,2023-01-03 21:58:00,29.26,luxury,M0176,iPad,Kevintown,0,1,0,0.52,Subscription,in-app,0
TXN104199,USR2598,2023-01-03 21:59:00,48.0,groceries,M0147,iPhone,Madisontown,0,1,0,0.81,Apple Pay,in-app,0
TXN104200,USR9311,2023-01-03 22:00:00,94.84,luxury,M0145,iPad,Port Brooke,0,0,0,0.61,Peer-to-Peer,web,0
TXN104201,USR1881,2023-01-03 22:01:00,10.92,gaming,M0054,iPhone,South Aaronmouth,0,0,0,0.61,Apple Pay,QR scan,0
TXN104202,USR7225,2023-01-03 22:02:00,6.71,travel,M0068,iPad,Lake Amandahaven,0,0,0,0.44,Peer-to-Peer,NFC,0
TXN104203,USR3018,2023-01-03 22:03:00,165.49,utilities,M0035,iPad,West Daltonton,0,0,0,0.0,Apple Pay,NFC,0
TXN104204,USR7971,2023-01-03 22:04:00,5.72,gaming,M0088,Watch,Stephensshire,0,1,0,0.5,Peer-to-Peer,QR scan,0
TXN104205,USR6754,2023-01-03 22:05:00,32.55,luxury,M0169,iPhone,Port Ianmouth,0,0,0,0.4,Subscription,QR scan,0
TXN104206,USR6198,2023-01-03 22:06:00,44.04,luxury,M0141,iPad,East Charlesland,0,0,0,0.28,Apple Pay,in-app,0
TXN104207,USR6878,2023-01-03 22:07:00,38.98,travel,M0161,iPhone,Powellfurt,0,0,0,0.65,Apple Pay,in-app,0
TXN104208,USR2286,2023-01-03 22:08:00,4.5,luxury,M0015,iPhone,Johnport,0,0,0,0.7,Peer-to-Peer,NFC,0
TXN104209,USR6126,2023-01-03 22:09:00,2.94,travel,M0191,Watch,North Jennifer,0,0,0,0.3,Wallet Transfer,NFC,0
TXN104210,USR1094,2023-01-03 22:10:00,5.57,utilities,M0015,Watch,Cristinaland,0,0,0,0.51,Apple Pay,QR scan,0
TXN104211,USR5603,2023-01-03 22:11:00,44.04,groceries,M0031,iPhone,Scottton,0,0,0,0.48,Subscription,in-app,0
TXN104212,USR1963,2023-01-03 22:12:00,39.3,travel,M0107,Watch,Lake Timothychester,0,0,1,0.73,Peer-to-Peer,web,0
TXN104213,USR7720,2023-01-03 22:13:00,13.31,travel,M0156,iPad,Stephaniechester,0,0,0,0.59,Apple Pay,web,0
TXN104214,USR7277,2023-01-03 22:14:00,50.77,gaming,M0010,iPad,North Robertbury,0,1,0,0.64,Apple Pay,NFC,0
TXN104215,USR9575,2023-01-03 22:15:00,85.76,luxury,M0057,Watch,South Rachael,0,0,0,0.43,Wallet Transfer,NFC,0
TXN104216,USR4747,2023-01-03 22:16:00,2.12,utilities,M0199,iPhone,Andrewburgh,1,0,0,0.58,Subscription,web,0
TXN104217,USR1970,2023-01-03 22:17:00,34.47,groceries,M0161,iPad,Lopezmouth,1,0,0,0.67,Peer-to-Peer,in-app,0
TXN104218,USR8695,2023-01-03 22:18:00,58.45,electronics,M0007,Mac,Lake Sharontown,0,0,0,0.96,Wallet Transfer,in-app,0
TXN104219,USR4354,2023-01-03 22:19:00,14.54,travel,M0133,iPhone,Justinberg,0,1,0,0.39,Apple Pay,in-app,0
TXN104220,USR9049,2023-01-03 22:20:00,18.39,electronics,M0125,iPhone,Floresshire,0,1,0,0.43,Peer-to-Peer,QR scan,0
TXN104221,USR1387,2023-01-03 22:21:00,47.55,luxury,M0119,Mac,Greenburgh,0,0,0,0.35,Wallet Transfer,QR scan,0
TXN104222,USR5301,2023-01-03 22:22:00,114.11,travel,M0080,Mac,East Dale,0,0,0,0.41,Subscription,web,0
TXN104223,USR2968,2023-01-03 22:23:00,83.02,electronics,M0124,iPhone,Port Brianton,0,0,0,0.78,Subscription,in-app,0
TXN104224,USR9772,2023-01-03 22:24:00,43.75,gaming,M0057,Mac,Graystad,0,0,0,0.33,Subscription,web,0
TXN104225,USR5083,2023-01-03 22:25:00,65.51,electronics,M0072,Watch,Lake Marcus,0,1,0,0.58,Peer-to-Peer,QR scan,0
TXN104226,USR8465,2023-01-03 22:26:00,22.69,gaming,M0168,Watch,South Timfurt,1,0,0,0.7,Apple Pay,QR scan,0
TXN104227,USR2619,2023-01-03 22:27:00,51.22,groceries,M0028,iPhone,Carlsonside,0,0,0,0.74,Apple Pay,web,0
TXN104228,USR2932,2023-01-03 22:28:00,31.38,luxury,M0036,Watch,Robinburgh,0,0,1,0.79,Wallet Transfer,QR scan,0
TXN104229,USR3179,2023-01-03 22:29:00,10.53,utilities,M0056,iPad,West Kirstenfurt,1,0,0,0.59,Apple Pay,QR scan,0
TXN104230,USR1007,2023-01-03 22:30:00,60.49,electronics,M0175,Watch,Frankport,0,0,0,0.57,Subscription,NFC,1
TXN104231,USR4777,2023-01-03 22:31:00,40.65,travel,M0199,Watch,West Angelachester,1,1,0,0.39,Subscription,web,0
TXN104232,USR7069,2023-01-03 22:32:00,22.21,luxury,M0116,Mac,Andrewville,0,0,0,0.11,Subscription,web,0
TXN104233,USR9932,2023-01-03 22:33:00,121.15,electronics,M0168,Watch,Port Joseph,0,1,0,0.38,Peer-to-Peer,NFC,0
TXN104234,USR2142,2023-01-03 22:34:00,1.06,travel,M0059,iPhone,North Jamesborough,0,0,0,0.53,Apple Pay,QR scan,0
TXN104235,USR8026,2023-01-03 22:35:00,18.97,travel,M0171,Watch,New Kathryn,0,1,0,0.7,Subscription,QR scan,0
TXN104236,USR2334,2023-01-03 22:36:00,2.93,utilities,M0123,Watch,Jamestown,0,0,0,0.8,Wallet Transfer,NFC,0
TXN104237,USR8005,2023-01-03 22:37:00,72.73,utilities,M0066,iPhone,East Timothy,0,0,0,0.5,Apple Pay,web,0
TXN104238,USR2879,2023-01-03 22:38:00,60.55,travel,M0009,iPhone,Tammyburgh,0,0,0,0.72,Wallet Transfer,QR scan,0
TXN104239,USR9669,2023-01-03 22:39:00,20.12,utilities,M0134,Mac,Dennisside,0,0,0,0.53,Wallet Transfer,NFC,0
TXN104240,USR8097,2023-01-03 22:40:00,56.3,travel,M0119,iPad,Perkinsmouth,0,0,0,0.54,Subscription,in-app,0
TXN104241,USR3195,2023-01-03 22:41:00,25.2,electronics,M0122,Watch,Wadeville,0,0,0,0.44,Subscription,in-app,0
TXN104242,USR5944,2023-01-03 22:42:00,70.58,groceries,M0065,iPad,West Jacobberg,0,0,0,0.4,Subscription,web,0
TXN104243,USR1007,2023-01-03 22:43:00,30.27,utilities,M0131,Mac,Johntown,1,0,1,0.38,Wallet Transfer,NFC,0
TXN104244,USR7338,2023-01-03 22:44:00,26.58,gaming,M0165,iPhone,Port Sarah,0,1,0,0.39,Wallet Transfer,NFC,0
TXN104245,USR2688,2023-01-03 22:45:00,136.46,gaming,M0127,iPhone,Autumnbury,1,0,0,0.37,Subscription,in-app,0
TXN104246,USR8915,2023-01-03 22:46:00,14.44,gaming,M0087,iPhone,Powersshire,0,0,0,0.67,Peer-to-Peer,web,0
TXN104247,USR3860,2023-01-03 22:47:00,6.42,groceries,M0033,Mac,Waltersbury,0,0,0,0.75,Wallet Transfer,web,0
TXN104248,USR6078,2023-01-03 22:48:00,43.92,travel,M0137,Watch,Port Audrey,0,1,0,0.35,Subscription,QR scan,0
TXN104249,USR3400,2023-01-03 22:49:00,174.21,travel,M0053,Mac,West Sandra,0,1,0,0.32,Subscription,web,0
TXN104250,USR3408,2023-01-03 22:50:00,23.73,luxury,M0092,iPhone,East Megan,0,0,0,0.46,Peer-to-Peer,in-app,0
TXN104251,USR8524,2023-01-03 22:51:00,3.2,gaming,M0051,Watch,Lindabury,0,1,0,0.33,Subscription,NFC,0
TXN104252,USR3566,2023-01-03 22:52:00,20.72,gaming,M0071,iPhone,Weberberg,0,1,0,0.3,Subscription,web,0
TXN104253,USR6651,2023-01-03 22:53:00,35.25,travel,M0154,iPhone,South Jonathan,0,0,1,0.43,Peer-to-Peer,NFC,0
TXN104254,USR4733,2023-01-03 22:54:00,8.83,gaming,M0144,Mac,Allenport,0,0,0,0.55,Peer-to-Peer,in-app,0
TXN104255,USR7590,2023-01-03 22:55:00,53.66,travel,M0040,Mac,New Michaelstad,0,0,0,0.55,Apple Pay,QR scan,0
TXN104256,USR4662,2023-01-03 22:56:00,304.83,travel,M0179,iPad,Port Kim,0,0,0,0.44,Wallet Transfer,QR scan,0
TXN104257,USR2805,2023-01-03 22:57:00,30.05,utilities,M0039,iPhone,Batestown,0,0,0,0.4,Wallet Transfer,web,0
TXN104258,USR5658,2023-01-03 22:58:00,21.9,travel,M0183,Watch,South Arianaside,0,0,0,0.62,Apple Pay,NFC,0
TXN104259,USR6714,2023-01-03 22:59:00,25.6,electronics,M0164,iPhone,New Nathan,0,0,0,0.58,Wallet Transfer,NFC,0
TXN104260,USR7200,2023-01-03 23:00:00,6.12,electronics,M0121,Watch,Port Coletown,0,0,0,0.53,Apple Pay,in-app,0
TXN104261,USR4321,2023-01-03 23:01:00,107.4,electronics,M0193,iPad,Ianburgh,0,1,0,0.39,Wallet Transfer,QR scan,0
TXN104262,USR9688,2023-01-03 23:02:00,26.79,electronics,M0085,iPhone,Erinhaven,1,0,0,0.77,Subscription,in-app,0
TXN104263,USR5799,2023-01-03 23:03:00,24.49,groceries,M0173,Watch,Port Janeville,0,0,0,0.24,Peer-to-Peer,web,0
TXN104264,USR7814,2023-01-03 23:04:00,53.89,luxury,M0137,Watch,South Monica,0,1,0,0.39,Peer-to-Peer,in-app,0
TXN104265,USR9768,2023-01-03 23:05:00,29.17,luxury,M0037,iPad,Danielport,0,0,0,0.3,Peer-to-Peer,NFC,0
TXN104266,USR8088,2023-01-03 23:06:00,52.24,travel,M0087,Mac,Port Zacharychester,0,0,0,0.5,Wallet Transfer,web,0
TXN104267,USR5757,2023-01-03 23:07:00,3.17,gaming,M0129,iPad,Jenningsbury,1,0,0,0.37,Subscription,web,0
TXN104268,USR4442,2023-01-03 23:08:00,84.03,electronics,M0194,Watch,Williamsfort,0,1,0,0.52,Peer-to-Peer,QR scan,0
TXN104269,USR5288,2023-01-03 23:09:00,141.09,luxury,M0063,iPad,Camachoville,0,0,0,0.6,Apple Pay,in-app,0
TXN104270,USR9818,2023-01-03 23:10:00,52.32,luxury,M0043,Mac,Lake Jeffrey,1,1,0,0.75,Wallet Transfer,in-app,0
TXN104271,USR5142,2023-01-03 23:11:00,154.57,electronics,M0156,iPhone,Normamouth,1,1,0,0.54,Wallet Transfer,web,0
TXN104272,USR2560,2023-01-03 23:12:00,8.21,groceries,M0100,iPad,Ryanton,0,0,0,0.54,Subscription,web,0
TXN104273,USR8362,2023-01-03 23:13:00,32.45,groceries,M0159,iPad,Port Laurie,0,0,0,0.59,Wallet Transfer,in-app,0
TXN104274,USR1569,2023-01-03 23:14:00,46.04,luxury,M0105,iPhone,Jamesshire,0,0,0,0.04,Peer-to-Peer,in-app,0
TXN104275,USR4054,2023-01-03 23:15:00,43.58,groceries,M0197,iPad,Seanton,0,0,0,0.51,Peer-to-Peer,QR scan,0
TXN104276,USR4645,2023-01-03 23:16:00,25.66,utilities,M0008,Mac,New Thomaschester,0,0,0,0.28,Apple Pay,NFC,0
TXN104277,USR1738,2023-01-03 23:17:00,20.63,electronics,M0162,Watch,New Jennifer,0,1,1,0.37,Apple Pay,web,0
TXN104278,USR4597,2023-01-03 23:18:00,6.78,luxury,M0049,iPad,Lake Aaron,0,0,0,0.48,Wallet Transfer,NFC,0
TXN104279,USR4396,2023-01-03 23:19:00,24.86,electronics,M0096,iPhone,Fernandezberg,0,0,0,0.69,Apple Pay,web,0
TXN104280,USR6454,2023-01-03 23:20:00,8.88,groceries,M0186,iPhone,Mollyport,1,0,0,0.15,Wallet Transfer,in-app,0
TXN104281,USR5304,2023-01-03 23:21:00,66.28,electronics,M0123,iPad,Port Joelberg,0,0,0,0.55,Peer-to-Peer,in-app,0
TXN104282,USR8282,2023-01-03 23:22:00,11.71,groceries,M0047,iPhone,Mccoyfort,1,0,0,0.52,Subscription,in-app,0
TXN104283,USR9018,2023-01-03 23:23:00,3.02,groceries,M0025,Watch,North Brian,0,0,0,0.59,Peer-to-Peer,NFC,0
TXN104284,USR1594,2023-01-03 23:24:00,40.19,electronics,M0131,Watch,Lindaton,0,1,0,0.95,Wallet Transfer,NFC,0
TXN104285,USR2249,2023-01-03 23:25:00,45.22,groceries,M0173,iPhone,East Patricialand,0,0,1,0.81,Peer-to-Peer,NFC,0
TXN104286,USR6156,2023-01-03 23:26:00,102.75,utilities,M0114,iPad,Port Victoria,0,1,0,0.56,Peer-to-Peer,NFC,0
TXN104287,USR5039,2023-01-03 23:27:00,43.02,travel,M0180,iPad,Lawsonton,0,1,0,0.61,Subscription,in-app,0
TXN104288,USR9507,2023-01-03 23:28:00,21.19,electronics,M0099,iPhone,Lake David,0,0,0,0.49,Peer-to-Peer,NFC,0
TXN104289,USR4444,2023-01-03 23:29:00,81.23,travel,M0096,Watch,Carrollton,0,0,0,0.65,Wallet Transfer,NFC,0
TXN104290,USR9114,2023-01-03 23:30:00,38.86,electronics,M0034,Watch,Emilyton,0,0,0,0.51,Apple Pay,in-app,0
TXN104291,USR7076,2023-01-03 23:31:00,4.13,groceries,M0197,iPad,New Michaelstad,0,0,0,0.59,Subscription,QR scan,0
TXN104292,USR7212,2023-01-03 23:32:00,41.72,groceries,M0109,Watch,Dianaview,0,0,0,0.37,Wallet Transfer,NFC,1
TXN104293,USR8240,2023-01-03 23:33:00,119.31,luxury,M0092,Mac,East Tanyaview,0,0,0,0.55,Wallet Transfer,web,0
TXN104294,USR8906,2023-01-03 23:34:00,25.23,utilities,M0008,Watch,South Vanessaport,1,0,0,0.77,Peer-to-Peer,in-app,0
TXN104295,USR3306,2023-01-03 23:35:00,17.57,luxury,M0155,iPad,East Allison,1,0,0,0.61,Subscription,QR scan,0
TXN104296,USR6582,2023-01-03 23:36:00,7.74,travel,M0063,Watch,East Williamstad,0,0,0,0.52,Subscription,NFC,0
TXN104297,USR9858,2023-01-03 23:37:00,8.21,groceries,M0082,Watch,Ginaton,0,0,0,0.0,Peer-to-Peer,NFC,0
TXN104298,USR4109,2023-01-03 23:38:00,28.35,luxury,M0025,iPhone,Lake Mikebury,0,0,0,0.58,Apple Pay,NFC,0
TXN104299,USR3491,2023-01-03 23:39:00,45.28,groceries,M0186,Mac,Fullerbury,0,0,0,0.48,Subscription,in-app,0
TXN104300,USR3515,2023-01-03 23:40:00,4.2,electronics,M0176,iPhone,Lake Margarethaven,0,1,1,0.29,Wallet Transfer,NFC,0
TXN104301,USR5823,2023-01-03 23:41:00,140.31,luxury,M0129,Watch,Port Stephenland,1,0,0,0.49,Apple Pay,QR scan,0
TXN104302,USR4474,2023-01-03 23:42:00,70.35,travel,M0008,Watch,West Brittany,0,1,0,0.49,Subscription,QR scan,0
TXN104303,USR5112,2023-01-03 23:43:00,44.17,luxury,M0124,iPhone,Blairberg,0,0,0,0.5,Apple Pay,QR scan,0
TXN104304,USR8764,2023-01-03 23:44:00,88.14,groceries,M0149,Mac,Ginaville,0,0,0,0.65,Wallet Transfer,NFC,0
TXN104305,USR1958,2023-01-03 23:45:00,4.18,gaming,M0098,iPad,Mcclainchester,0,0,0,0.46,Apple Pay,NFC,0
TXN104306,USR8439,2023-01-03 23:46:00,32.39,gaming,M0101,iPhone,Gomezmouth,0,1,1,0.45,Subscription,in-app,0
TXN104307,USR3519,2023-01-03 23:47:00,49.73,utilities,M0111,Watch,Brownfort,0,0,1,0.43,Subscription,in-app,0
TXN104308,USR8286,2023-01-03 23:48:00,88.2,groceries,M0157,Watch,Krystaltown,0,1,0,0.55,Wallet Transfer,web,0
TXN104309,USR8217,2023-01-03 23:49:00,76.5,electronics,M0158,iPad,North Allisonhaven,0,0,0,0.61,Wallet Transfer,QR scan,0
TXN104310,USR9626,2023-01-03 23:50:00,16.22,luxury,M0003,Watch,South David,0,0,0,0.76,Apple Pay,NFC,0
TXN104311,USR2767,2023-01-03 23:51:00,141.41,gaming,M0135,Watch,Barneschester,0,0,0,0.61,Apple Pay,web,0
TXN104312,USR9463,2023-01-03 23:52:00,6.64,electronics,M0100,iPad,South Stephaniemouth,0,1,0,0.72,Wallet Transfer,in-app,0
TXN104313,USR2405,2023-01-03 23:53:00,104.03,groceries,M0011,Watch,Lake Cynthiaton,0,1,0,0.67,Subscription,web,0
TXN104314,USR9021,2023-01-03 23:54:00,176.92,electronics,M0160,Watch,Flowerston,0,0,0,0.53,Peer-to-Peer,in-app,0
TXN104315,USR4672,2023-01-03 23:55:00,9.75,groceries,M0059,Mac,Anthonyport,0,1,0,0.35,Peer-to-Peer,web,0
TXN104316,USR8592,2023-01-03 23:56:00,64.02,utilities,M0140,iPhone,Ashleymouth,0,1,0,0.58,Subscription,in-app,0
TXN104317,USR7199,2023-01-03 23:57:00,2.06,luxury,M0079,Mac,South Dustinton,0,0,1,0.81,Subscription,web,0
TXN104318,USR4619,2023-01-03 23:58:00,26.0,electronics,M0038,Mac,Coletown,0,0,0,0.72,Wallet Transfer,NFC,0
TXN104319,USR3773,2023-01-03 23:59:00,36.31,luxury,M0122,Watch,North Thomas,0,0,0,0.76,Peer-to-Peer,QR scan,0
TXN104320,USR3719,2023-01-04 00:00:00,43.45,electronics,M0152,iPhone,Lisaland,0,0,0,0.13,Subscription,QR scan,0
TXN104321,USR9992,2023-01-04 00:01:00,137.39,groceries,M0065,iPhone,Jenniferfurt,0,1,0,0.11,Subscription,QR scan,0
TXN104322,USR8000,2023-01-04 00:02:00,55.78,groceries,M0146,Watch,Lake Jamesfurt,0,0,0,0.4,Subscription,web,0
TXN104323,USR6366,2023-01-04 00:03:00,32.82,electronics,M0046,Mac,East Melissa,0,1,0,0.59,Apple Pay,NFC,0
TXN104324,USR3495,2023-01-04 00:04:00,82.95,utilities,M0125,Mac,New Denise,0,1,0,0.43,Subscription,NFC,0
TXN104325,USR5885,2023-01-04 00:05:00,150.32,groceries,M0056,Mac,North Allen,0,1,0,0.46,Apple Pay,QR scan,1
TXN104326,USR7824,2023-01-04 00:06:00,1.12,travel,M0191,iPhone,West Charlestown,0,0,0,0.2,Peer-to-Peer,QR scan,0
TXN104327,USR8896,2023-01-04 00:07:00,202.34,travel,M0007,Watch,West Lorifort,0,0,0,0.38,Subscription,QR scan,0
TXN104328,USR2633,2023-01-04 00:08:00,4.5,luxury,M0105,iPhone,Sheltonberg,0,0,0,0.32,Subscription,QR scan,0
TXN104329,USR5071,2023-01-04 00:09:00,84.2,travel,M0194,Mac,Port Brittanyborough,0,1,0,0.33,Peer-to-Peer,web,0
TXN104330,USR8377,2023-01-04 00:10:00,16.45,travel,M0040,iPhone,Lake Albert,0,0,0,0.35,Wallet Transfer,in-app,0
TXN104331,USR2951,2023-01-04 00:11:00,7.09,utilities,M0182,iPhone,Kathleenside,0,0,0,0.28,Subscription,QR scan,0
TXN104332,USR1461,2023-01-04 00:12:00,28.98,utilities,M0159,Watch,South Scott,0,0,0,0.02,Subscription,NFC,0
TXN104333,USR2219,2023-01-04 00:13:00,51.64,gaming,M0097,Watch,East Jeffreyberg,0,0,0,0.78,Apple Pay,web,0
TXN104334,USR2781,2023-01-04 00:14:00,23.98,gaming,M0052,iPhone,West Gregg,0,0,0,0.48,Peer-to-Peer,web,0
TXN104335,USR6515,2023-01-04 00:15:00,2.81,utilities,M0031,iPad,Lake Michael,0,0,0,0.36,Subscription,QR scan,0
TXN104336,USR1161,2023-01-04 00:16:00,45.75,gaming,M0162,Watch,Robertland,0,0,0,0.47,Peer-to-Peer,NFC,0
TXN104337,USR2252,2023-01-04 00:17:00,116.35,utilities,M0007,iPad,New Ariana,0,1,0,0.57,Peer-to-Peer,in-app,0
TXN104338,USR4591,2023-01-04 00:18:00,24.16,gaming,M0144,Watch,Port Amanda,1,0,0,0.52,Subscription,NFC,0
TXN104339,USR6845,2023-01-04 00:19:00,12.19,groceries,M0150,Mac,Lake Martinfort,0,1,0,0.35,Peer-to-Peer,QR scan,0
TXN104340,USR4263,2023-01-04 00:20:00,29.22,utilities,M0181,iPad,Ramseyville,1,0,0,0.7,Subscription,QR scan,0
TXN104341,USR4051,2023-01-04 00:21:00,2.48,luxury,M0091,Mac,West Megan,0,1,0,0.38,Apple Pay,web,0
TXN104342,USR2486,2023-01-04 00:22:00,85.88,luxury,M0017,Mac,Lake Jeremy,0,1,0,0.45,Wallet Transfer,web,0
TXN104343,USR4116,2023-01-04 00:23:00,87.53,utilities,M0125,iPhone,South Stephanie,0,1,0,0.84,Apple Pay,NFC,0
TXN104344,USR5235,2023-01-04 00:24:00,44.34,travel,M0004,Mac,Walkershire,0,0,0,0.91,Wallet Transfer,in-app,0
TXN104345,USR9853,2023-01-04 00:25:00,21.78,luxury,M0189,Mac,Karenchester,0,1,0,0.73,Peer-to-Peer,NFC,0
TXN104346,USR9268,2023-01-04 00:26:00,80.42,travel,M0122,Mac,Lake Alexander,0,0,1,0.37,Peer-to-Peer,NFC,0
TXN104347,USR2924,2023-01-04 00:27:00,40.45,luxury,M0099,Mac,East Patricia,0,0,0,0.41,Wallet Transfer,NFC,0
TXN104348,USR8219,2023-01-04 00:28:00,87.42,electronics,M0180,iPhone,Port Maria,1,0,0,0.34,Peer-to-Peer,in-app,0
TXN104349,USR6117,2023-01-04 00:29:00,49.91,electronics,M0163,iPhone,West Margaretmouth,0,0,0,0.45,Apple Pay,NFC,0
TXN104350,USR4231,2023-01-04 00:30:00,76.72,utilities,M0172,Mac,Ianfort,0,0,0,0.61,Subscription,QR scan,0
TXN104351,USR7746,2023-01-04 00:31:00,45.64,luxury,M0143,iPad,Cooperfurt,0,0,0,0.12,Wallet Transfer,QR scan,0
TXN104352,USR1128,2023-01-04 00:32:00,26.73,groceries,M0061,Watch,Garrettbury,0,1,0,0.29,Subscription,NFC,0
TXN104353,USR9396,2023-01-04 00:33:00,158.44,travel,M0172,iPad,Lake Linda,0,0,0,0.52,Subscription,web,0
TXN104354,USR9535,2023-01-04 00:34:00,38.95,luxury,M0021,Mac,Lake Todd,0,0,0,0.48,Peer-to-Peer,web,0
TXN104355,USR6221,2023-01-04 00:35:00,46.45,utilities,M0077,iPhone,Port Jasonberg,0,0,0,0.41,Peer-to-Peer,in-app,0
TXN104356,USR9713,2023-01-04 00:36:00,12.45,travel,M0047,Mac,Amymouth,0,0,0,0.22,Peer-to-Peer,QR scan,0
TXN104357,USR1864,2023-01-04 00:37:00,49.13,gaming,M0075,Mac,Jacobland,0,0,0,0.38,Subscription,in-app,0
TXN104358,USR8655,2023-01-04 00:38:00,42.39,utilities,M0049,iPhone,South Timhaven,0,0,0,0.4,Wallet Transfer,web,0
TXN104359,USR6204,2023-01-04 00:39:00,10.22,luxury,M0181,iPad,New Michelle,0,1,0,0.23,Apple Pay,NFC,0
TXN104360,USR2673,2023-01-04 00:40:00,3.07,groceries,M0027,Watch,Port Amandaville,0,1,0,0.33,Apple Pay,in-app,0
TXN104361,USR1878,2023-01-04 00:41:00,46.36,gaming,M0031,Mac,Brittneychester,1,0,0,0.46,Peer-to-Peer,in-app,0
TXN104362,USR9991,2023-01-04 00:42:00,72.13,utilities,M0172,iPhone,New Williamville,0,0,1,0.59,Subscription,in-app,0
TXN104363,USR5598,2023-01-04 00:43:00,37.05,luxury,M0032,Watch,Lake Anthony,0,0,0,0.68,Wallet Transfer,web,0
TXN104364,USR6687,2023-01-04 00:44:00,12.86,electronics,M0158,Watch,East Makaylaview,0,0,0,0.29,Wallet Transfer,NFC,0
TXN104365,USR7619,2023-01-04 00:45:00,54.91,luxury,M0018,Watch,New Yolandamouth,0,0,0,0.43,Subscription,in-app,0
TXN104366,USR9107,2023-01-04 00:46:00,4.17,electronics,M0125,iPhone,Juanport,0,0,0,0.45,Subscription,QR scan,0
TXN104367,USR2398,2023-01-04 00:47:00,29.15,electronics,M0063,Mac,Hansenshire,0,0,0,0.46,Wallet Transfer,web,0
TXN104368,USR1511,2023-01-04 00:48:00,8.92,utilities,M0128,iPhone,Schmidtville,0,0,0,0.45,Peer-to-Peer,web,0
TXN104369,USR9967,2023-01-04 00:49:00,10.2,luxury,M0016,Mac,Courtneymouth,0,0,0,0.27,Subscription,web,1
TXN104370,USR4279,2023-01-04 00:50:00,11.3,luxury,M0163,iPad,Port Davidburgh,0,1,0,0.59,Apple Pay,in-app,1
